On,Off,Ms,Scs,Dev,|,freq,Nd=0,Nd=1,Nd=10,Nd=11,Nd=12,Nd=13,Nd=14,Nd=2,Nd=3,Nd=4,Nd=5,Nd=6,Nd=7,Nd=8,Nd=9,|2,Nd=03,Nd=15,Nd=106,Nd=117,Nd=128,Nd=139,Nd=1410,Nd=211,Nd=312,Nd=413,Nd=514,Nd=615,Nd=716,Nd=817,Nd=918,rule,#correct,%correct,p(rule),p(margin),dev_same_as_rule
0,0,1,6,7,|,15,0,0,0,0,0,6.667,0,0,6.667,0,6.667,33.333,20,13.333,13.333,|,0,2.068,4.408,0,0,1.829,1.499,0,2.118,0,8.255,17.208,23.121,23.328,16.167,8,2,13.333,0.069,0.757,0
1,1,5,2,14,|,31,0,0,0,0,0,3.226,93.548,0,0,0,0,3.226,0,0,0,|,0,0,0,0.033,0.25,9.708,88.058,0,0,0.068,0,0.666,0.831,0.385,0,14,29,93.548,0,0,1
0,2,1,2,14,|,91,0,0,0,0,0,1.099,93.407,0,0,0,0,1.099,4.396,0,0,|,0,0,0,0.004,0.057,2.91,97.018,0,0,0,0,0.001,0.004,0.005,0,14,85,93.407,0,0,1
0,2,2,4,14,|,15,0,0,0,0,0,6.667,93.333,0,0,0,0,0,0,0,0,|,0,0,0,0,0.077,4.35,95.553,0,0,0,0,0.011,0,0.009,0,14,14,93.333,0,0,1
0,0,1,6,11,|,2,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,|,0,0,4.261,17.026,28.839,0,9.609,0,0,0,0,24.685,15.582,0,0,12,1,50,1,0.979,0
0,0,1,6,12,|,4,0,0,0,0,25,0,0,0,0,0,0,0,25,50,0,|,0,0,0,4.364,24.208,20.611,5.531,0,0,0,0,9.783,20.623,14.88,0,12,1,25,0.984,0.122,1
0,0,1,6,13,|,3,0,0,0,0,0,33.333,0,0,0,0,0,66.667,0,0,0,|,0,0,4.118,0,0,26.269,36.044,0,0,0,4.61,19.031,9.927,0,0,14,0,0,0.879,0.01,0
2,0,0,5,6,|,498,0,0,0,0,0,0,0,0,0,0,3.414,92.972,3.414,0.201,0,|,0,0,0,0.272,0.414,0,0.381,0,0,0,2.807,89.802,5.313,0.651,0.359,6,463,92.972,0,0,1
0,0,5,2,14,|,750,0,0,0,0,0,7.067,92.933,0,0,0,0,0,0,0,0,|,0,0,0,0.018,0.138,5.99,92.45,0,0,0.075,0,0.503,0.585,0.24,0,14,697,92.933,0,0,1
0,0,5,2,0,|,42,92.857,0,0,0,0,0,0,0,0,0,4.762,0,0,2.381,0,|,85.841,11.074,0.004,0,0,0,0.007,1.707,0.262,0.302,0.502,0.243,0.029,0.019,0.012,0,39,92.857,0,0,1
1,0,1,3,14,|,14,0,0,0,0,0,7.143,92.857,0,0,0,0,0,0,0,0,|,0,0,0,0.371,6.077,8.952,84.476,0,0,0,0,0,0,0,0.124,14,13,92.857,0,0,1
2,0,3,3,12,|,14,0,0,0,7.143,92.857,0,0,0,0,0,0,0,0,0,0,|,0,0,18.215,18.202,39.477,20.514,3.23,0,0,0,0,0.083,0,0,0.28,12,13,92.857,0,0,1
1,0,0,5,6,|,506,0,0,0,0,0,0,0,0,0,0,2.767,92.688,3.953,0.395,0.198,|,0,0,0,0.086,0.127,0,0.137,0,0,0,4.314,90.65,4.134,0.385,0.167,6,469,92.688,0,0,1
1,1,2,4,14,|,95,0,0,0,0,0,7.368,92.632,0,0,0,0,0,0,0,0,|,0,0,0,0,0.198,10.303,89.35,0,0,0,0,0.099,0,0.049,0,14,88,92.632,0,0,1
0,1,2,3,14,|,39,0,0,0,0,5.128,0,92.308,0,0,0,0,0,0,0,2.564,|,0,0,0,0.186,3.381,5.811,90.559,0,0,0,0,0,0,0,0.063,14,36,92.308,0,0,1
2,2,2,4,14,|,26,0,0,0,0,0,7.692,92.308,0,0,0,0,0,0,0,0,|,0,0,0,0,0.122,6.589,93.274,0,0,0,0,0.007,0,0.009,0,14,24,92.308,0,0,1
1,0,1,2,14,|,158,0,0,0,0,0.633,7.595,91.772,0,0,0,0,0,0,0,0,|,0,0,0,0.01,0.112,5.638,94.164,0,0,0.001,0,0.016,0.034,0.026,0,14,145,91.772,0,0,1
1,0,0,5,10,|,36,0,0,91.667,0,0,0,0,0,0,0,0,0,0,0,8.333,|,0,0,77.472,4.187,0,0,0,0,0,0,0,0,3.315,3.181,11.845,10,33,91.667,0,0,1
1,2,2,4,14,|,24,0,0,0,0,0,8.333,91.667,0,0,0,0,0,0,0,0,|,0,0,0,0,0.104,5.744,94.116,0,0,0,0,0.02,0,0.015,0,14,22,91.667,0,0,1
0,0,0,2,0,|,12,91.667,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,|,79.579,9.24,0.288,0,0,0,4.77,1.562,0.298,0.474,1.373,1.286,0.296,0.369,0.466,0,11,91.667,0,0,1
0,2,0,4,14,|,12,0,0,0,0,0,8.333,91.667,0,0,0,0,0,0,0,0,|,0,0,0,0,0.109,5.403,94.478,0,0,0,0,0.004,0,0.005,0,14,11,91.667,0,0,1
2,0,2,2,14,|,12,0,0,0,0,0,8.333,91.667,0,0,0,0,0,0,0,0,|,0,0,0,0.005,0.07,4.239,95.652,0,0,0,0,0.007,0.015,0.012,0,14,11,91.667,0,0,1
1,0,1,4,14,|,35,0,0,0,0,0,8.571,91.429,0,0,0,0,0,0,0,0,|,0,0,0,0,0.27,12.383,87.179,0,0,0,0,0.106,0,0.063,0,14,32,91.429,0,0,1
0,0,2,3,1,|,3,33.333,0,0,0,0,0,0,66.667,0,0,0,0,0,0,0,|,41.502,10.447,0,0,0,0,0,48.051,0,0,0,0,0,0,0,2,2,66.667,0.336,0,0
0,2,0,6,14,|,11,0,0,0,0,0,0,90.909,0,0,0,0,9.091,0,0,0,|,0,0,0.038,0,0.146,0,98.816,0,0,0,0.091,0.415,0.275,0.16,0.059,14,10,90.909,0,0,1
0,2,2,6,14,|,11,0,0,0,0,0,0,90.909,0,0,0,9.091,0,0,0,0,|,0,0,0.037,0,0.1,0,97.488,0,0,0,0.29,1.134,0.603,0.273,0.075,14,10,90.909,0,0,1
1,0,2,2,14,|,207,0,0,0,0,0.483,7.729,90.821,0,0,0,0,0.483,0.483,0,0,|,0,0,0,0.005,0.06,3.683,96.18,0,0,0.001,0,0.019,0.032,0.02,0,14,188,90.821,0,0,1
1,1,3,4,14,|,98,0,0,0,0,0,9.184,90.816,0,0,0,0,0,0,0,0,|,0,0,0,0,0.292,13.658,85.697,0,0,0,0,0.25,0,0.102,0,14,89,90.816,0,0,1
2,1,1,4,14,|,31,0,0,0,0,0,9.677,90.323,0,0,0,0,0,0,0,0,|,0,0,0,0,0.41,17.18,82.346,0,0,0,0,0.027,0,0.036,0,14,28,90.323,0,0,1
1,1,3,3,14,|,51,0,0,0,0,3.922,5.882,90.196,0,0,0,0,0,0,0,0,|,0,0,0,0.385,6.58,9.868,82.986,0,0,0,0,0,0,0,0.181,14,46,90.196,0,0,1
1,2,3,4,11,|,20,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,|,0,0,33.902,52.318,11.013,0.476,0.243,0,0,0,0,0,0,0.072,1.976,11,18,90,0,0,1
2,1,0,4,14,|,10,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,|,0,0,0,0,0.321,14.308,85.342,0,0,0,0,0.012,0,0.017,0,14,9,90,0,0,1
1,0,5,2,14,|,67,0,0,0,0,0,10.448,89.552,0,0,0,0,0,0,0,0,|,0,0,0,0.025,0.186,7.786,89.631,0,0,0.145,0,0.883,0.956,0.389,0,14,60,89.552,0,0,1
1,0,2,4,14,|,37,0,0,0,0,0,10.811,89.189,0,0,0,0,0,0,0,0,|,0,0,0,0,0.148,8.301,91.369,0,0,0,0,0.132,0,0.05,0,14,33,89.189,0,0,1
0,1,2,6,14,|,9,0,0,0,0,0,0,88.889,0,0,0,0,0,11.111,0,0,|,0,0,0.097,0,0.182,0,89.283,0,0,0,1.551,5.519,2.272,0.848,0.248,14,8,88.889,0,0,1
2,0,3,2,14,|,9,0,0,0,0,0,11.111,88.889,0,0,0,0,0,0,0,0,|,0,0,0,0.008,0.105,5.761,94.048,0,0,0.001,0,0.018,0.034,0.025,0,14,8,88.889,0,0,1
0,0,1,4,14,|,43,0,0,0,0,0,11.628,88.372,0,0,0,0,0,0,0,0,|,0,0,0,0,0.202,9.55,90.149,0,0,0,0,0.061,0,0.039,0,14,38,88.372,0,0,1
0,0,2,4,1,|,4,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,|,40.889,28.501,0,0,0,0,0,12.194,0,0,7.13,11.286,0,0,0,0,3,75,0.788,0,0
0,0,4,4,14,|,43,0,0,0,0,0,11.628,88.372,0,0,0,0,0,0,0,0,|,0,0,0,0,0.267,10.68,88.193,0,0,0,0,0.682,0,0.179,0,14,38,88.372,0,0,1
0,1,0,4,14,|,17,0,0,0,0,0,11.765,88.235,0,0,0,0,0,0,0,0,|,0,0,0,0,0.208,9.727,90.027,0,0,0,0,0.02,0,0.017,0,14,15,88.235,0,0,1
2,0,1,2,14,|,25,0,0,0,0,0,12,88,0,0,0,0,0,0,0,0,|,0,0,0,0.011,0.13,6.469,93.354,0,0,0,0,0.006,0.016,0.015,0,14,22,88,0,0,1
0,1,4,3,3,|,8,0,0,0,0,0,0,0,12.5,87.5,0,0,0,0,0,0,|,0,0,0,0,0,0,0,15.225,54.857,26.054,3.46,0.405,0,0,0,3,7,87.5,0.002,0,1
1,1,4,3,14,|,8,0,0,0,0,0,12.5,87.5,0,0,0,0,0,0,0,0,|,0,0,0,0.719,10.26,11.805,76.782,0,0,0,0,0,0,0,0.434,14,7,87.5,0,0,1
1,1,4,4,12,|,8,0,0,12.5,0,87.5,0,0,0,0,0,0,0,0,0,0,|,0,0,3.331,38.273,52.784,4.947,0.461,0,0,0,0,0,0,0,0.204,12,7,87.5,0,0,1
2,0,2,2,4,|,8,0,0,0,0,0,0,0,0,12.5,87.5,0,0,0,0,0,|,0,0,0.143,0.08,0.053,0.059,1.731,0,10.293,51.343,20.985,13.794,1.061,0.353,0.103,4,7,87.5,0.012,0.204,1
2,0,3,3,14,|,8,0,0,0,0,0,12.5,87.5,0,0,0,0,0,0,0,0,|,0,0,0,0.324,5.741,9.177,84.638,0,0,0,0,0,0,0,0.119,14,7,87.5,0,0,1
2,2,3,4,7,|,8,0,0,0,0,0,0,0,0,0,0,0,12.5,87.5,0,0,|,0,0,0.128,0.048,0.063,0.065,0.039,0,0,0.007,0.762,24.086,60.197,13.782,0.823,7,7,87.5,0,0.527,1
0,0,2,4,14,|,68,0,0,0,0,0,13.235,86.765,0,0,0,0,0,0,0,0,|,0,0,0,0,0.109,6.333,93.453,0,0,0,0,0.075,0,0.031,0,14,59,86.765,0,0,1
0,1,4,3,14,|,15,0,0,0,0,0,13.333,86.667,0,0,0,0,0,0,0,0,|,0,0,0,0.551,7.91,9.387,81.855,0,0,0,0,0,0,0,0.297,14,13,86.667,0,0,1
0,1,2,4,14,|,67,0,0,0,0,0,11.94,86.567,0,0,0,0,1.493,0,0,0,|,0,0,0,0,0.147,7.901,91.865,0,0,0,0,0.056,0,0.03,0,14,58,86.567,0,0,1
1,2,1,4,10,|,29,0,0,86.207,3.448,0,0,0,0,0,0,0,0,0,0,10.345,|,0,0,60.46,11.856,0.833,0.324,0.146,0,0,0,0,0,0,1.363,25.018,10,25,86.207,0,0,1
0,0,2,5,5,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0,0.279,0,0,0,0,0,4.892,73.014,18.515,1.907,0,1.392,5,0,0,1,1,1
0,1,5,4,14,|,14,0,0,0,0,0,14.286,85.714,0,0,0,0,0,0,0,0,|,0,0,0,0,0.433,15.764,80.812,0,0,0,0,2.425,0,0.566,0,14,12,85.714,0,0,1
0,2,4,2,14,|,14,0,0,0,0,0,14.286,85.714,0,0,0,0,0,0,0,0,|,0,0,0,0.005,0.077,3.311,96.539,0,0,0.001,0,0.015,0.031,0.022,0,14,12,85.714,0,0,1
0,0,2,5,8,|,2,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,|,0,0,0,0.118,0,0,0,0,0,0,1.237,0.994,19.533,76.374,1.744,8,1,50,0.872,0.984,1
0,0,2,5,9,|,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333,66.667,|,0,0,4.479,0,0,0,0,0,0,0,1.392,2.293,1.835,25.015,64.986,9,2,66.667,0.166,0.181,1
0,0,2,5,10,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,70.801,3.822,0,0,0,0,0,0,0,0,6.375,4.795,14.207,10,0,0,1,1,1
0,0,2,5,14,|,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,|,0,0,0,0,1.743,6.412,90.093,0,0,0,0,1.752,0,0,0,14,1,100,1,1,1
0,0,2,6,0,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,|,0,0,0,0,0,0,0,0,0,0,0,0,55.186,0,44.814,7,0,0,1,1,0
0,0,2,6,1,|,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,|,0,18.056,0,0,0,0,11.392,0,0,0,0,49.791,20.761,0,0,6,0,0,1,1,0
0,0,2,6,3,|,7,0,0,0,0,0,0,0,0,0,0,14.286,28.571,57.143,0,0,|,0,0,1.709,1.547,1.48,0,2.332,0,10.182,11.339,5.635,38.14,23.981,1.43,2.224,6,2,28.571,0.39,0.998,0
1,1,5,2,13,|,14,0,0,0,0,14.286,85.714,0,0,0,0,0,0,0,0,0,|,0,0,0.066,0.524,26.047,66.219,6.72,0,0,0,0.108,0.218,0.099,0,0,13,12,85.714,0,0,1
0,0,2,6,5,|,8,0,0,12.5,0,0,0,0,0,12.5,0,37.5,0,12.5,0,25,|,0,0,1.287,0,0.573,1.387,1.849,0,3.339,0,25.174,35.23,15.83,10.421,4.91,6,0,0,0.261,1,0
0,0,0,4,14,|,7,0,0,0,0,0,14.286,85.714,0,0,0,0,0,0,0,0,|,0,0,0,0,0.155,7.83,91.971,0,0,0,0,0.027,0,0.017,0,14,6,85.714,0,0,1
0,0,2,6,7,|,7,0,14.286,0,0,0,0,0,0,0,0,14.286,0,0,42.857,28.571,|,0,1.443,2.519,0,0,1.312,1.681,0,2.545,0,12.483,22.949,24.137,19.801,11.13,7,0,0,0.748,1,1
0,0,2,6,8,|,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,|,0,0,2.887,0,0,0,4.301,0,0,0,3.564,19.702,25.025,31.765,12.756,8,0,0,1,1,1
0,0,2,6,9,|,3,0,0,0,0,0,0,0,0,0,0,0,66.667,33.333,0,0,|,0,0,3.861,0,0,0,3.803,0,3.188,0,3.693,48.897,26.256,2.088,8.213,6,2,66.667,0.653,1,0
0,0,2,6,10,|,4,0,0,0,25,0,0,0,0,0,0,0,0,25,50,0,|,0,0,11.629,16.008,0,0,0,0,0,0,0,34.069,15.736,12.548,10.009,6,0,0,0.959,0.997,0
0,0,2,6,11,|,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,2.756,10.238,19.137,0,12.195,0,0,0,0,37.262,18.412,0,0,6,2,100,1,0.999,0
0,0,2,6,12,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,0,2.737,16.756,17.452,7.322,0,0,0,0,15.403,25.418,14.911,0,7,0,0,1,1,0
0,0,2,6,13,|,2,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,|,0,0,2.256,0,0,18.06,38.74,0,0,0,6.682,24.328,9.934,0,0,14,1,50,0.999,0.927,0
1,0,1,5,6,|,7,0,0,0,0,0,0,0,0,0,0,0,85.714,14.286,0,0,|,0,0,0,0.068,0.072,0,0.059,0,0,0,4.429,90.61,4.236,0.377,0.149,6,6,85.714,0,0.285,1
1,0,4,4,14,|,7,0,0,0,0,0,14.286,85.714,0,0,0,0,0,0,0,0,|,0,0,0,0,0.353,13.714,84.464,0,0,0,0,1.182,0,0.286,0,14,6,85.714,0,0,1
1,2,0,4,5,|,7,0,0,0,0,0,0,0,0,0,14.286,85.714,0,0,0,0,|,0,0.094,0,0.128,0.103,0,0.149,0.046,0.892,20.015,58.946,17.653,1.431,0.497,0.046,5,6,85.714,0.004,0.883,1
1,2,3,3,6,|,7,0,0,0,0,0,0,0,0,0,0,0,85.714,14.286,0,0,|,0,0,0,0,0.055,0,0,0,0.059,2.26,13.82,47.185,32.039,4.054,0.527,6,6,85.714,0.033,0.987,1
2,0,2,3,14,|,7,0,0,0,0,0,14.286,85.714,0,0,0,0,0,0,0,0,|,0,0,0,0.209,3.924,6.969,88.836,0,0,0,0,0,0,0,0.062,14,6,85.714,0,0,1
2,1,1,2,14,|,27,0,0,0,0,0,14.815,85.185,0,0,0,0,0,0,0,0,|,0,0,0,0.014,0.176,8.065,91.712,0,0,0,0,0.004,0.014,0.015,0,14,23,85.185,0,0,1
0,0,3,3,14,|,131,0,0,0,0,5.344,9.924,84.733,0,0,0,0,0,0,0,0,|,0,0,0,0.219,3.746,6.266,89.665,0,0,0,0,0,0,0,0.105,14,111,84.733,0,0,1
2,0,0,5,10,|,52,0,0,84.615,0,0,0,0,0,0,0,0,0,0,0,15.385,|,0,0,81.527,5.041,0,0,0,0,0,0,0,0,1.628,2.054,9.751,10,44,84.615,0,0,1
2,0,2,4,10,|,13,0,0,84.615,7.692,0,0,0,0,0,0,0,0,0,0,7.692,|,0,0,56.361,10.766,0.63,0.302,0.123,0,0,0,0,0,0,1.778,30.041,10,11,84.615,0,0,1
0,0,3,4,14,|,100,0,0,0,0,1,15,84,0,0,0,0,0,0,0,0,|,0,0,0,0,0.163,8.528,91.053,0,0,0,0,0.191,0,0.064,0,14,84,84,0,0,1
2,1,2,4,14,|,31,0,0,0,0,0,16.129,83.871,0,0,0,0,0,0,0,0,|,0,0,0,0,0.229,11.739,87.967,0,0,0,0,0.035,0,0.029,0,14,26,83.871,0,0,1
1,0,2,2,1,|,18,5.556,83.333,0,0,0,0,0,11.111,0,0,0,0,0,0,0,|,4.626,61.763,0.089,0.08,0.246,0.089,4.198,17.824,2.143,0.902,5.186,1.809,0.537,0.416,0.092,1,15,83.333,0,0,1
0,1,4,4,14,|,12,0,0,0,0,0,16.667,83.333,0,0,0,0,0,0,0,0,|,0,0,0,0,0.356,13.184,85.776,0,0,0,0,0.509,0,0.176,0,14,10,83.333,0,0,1
1,0,0,4,4,|,12,0,0,0,0,0,0,0,0,16.667,83.333,0,0,0,0,0,|,0.076,0,0,0,0,0,0,1.102,27.472,44.634,15.866,9.957,0.683,0.073,0.138,4,10,83.333,0,0,1
2,0,0,5,14,|,12,0,0,0,0,0,8.333,83.333,0,0,0,0,8.333,0,0,0,|,0,0,0,0,3.815,11.671,84.133,0,0,0,0,0.381,0,0,0,14,10,83.333,0,0,1
0,2,3,4,5,|,6,0,0,0,0,0,0,0,0,0,16.667,83.333,0,0,0,0,|,0,0.052,0,0.027,0.017,0,0.031,0.04,0.947,21.443,61.446,14.835,0.914,0.232,0.016,5,5,83.333,0.012,0.907,1
0,0,3,3,0,|,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|,44.186,55.814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,0,3,3,1,|,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|,33.569,11.332,0,0,0,0,0,55.098,0,0,0,0,0,0,0,2,0,0,1,1,0
2,1,0,2,14,|,6,0,0,0,0,0,16.667,83.333,0,0,0,0,0,0,0,0,|,0,0,0,0.008,0.135,6.59,93.253,0,0,0,0,0.002,0.006,0.007,0,14,5,83.333,0,0,1
2,0,0,5,8,|,149,0,0,0,0,0,0,0,0,0,0,0,0,13.423,83.221,3.356,|,0,0,0,0.396,0,0,0,0,0,0,0.314,0.429,12.676,83.142,3.043,8,124,83.221,0,0,1
2,0,0,5,7,|,295,0,0,0,0,0,0,0,0,0,0,0,14.576,82.712,2.712,0,|,0,0,0,0.657,0,0.222,0,0,0,0,0.098,11.749,81.772,5.502,0,7,244,82.712,0,0,1
1,0,0,5,7,|,259,0,0,0,0,0,0,0,0,0,0,0,12.741,82.625,4.633,0,|,0,0,0,0.263,0,0.087,0,0,0,0,0.191,14.98,80.367,4.112,0,7,214,82.625,0,0,1
1,0,0,5,8,|,135,0,0,0,0,0,0,0,0,0,0,0,0,15.556,82.222,2.222,|,0,0,0,0.204,0,0,0,0,0,0,0.786,0.703,16.033,79.978,2.296,8,111,82.222,0,0,1
1,0,3,4,14,|,67,0,0,0,0,0,17.91,82.09,0,0,0,0,0,0,0,0,|,0,0,0,0,0.219,11.083,88.258,0,0,0,0,0.336,0,0.104,0,14,55,82.09,0,0,1
1,0,2,4,4,|,33,0,0,0,0,0,0,0,0,9.091,81.818,9.091,0,0,0,0,|,0.022,0,0,0,0,0,0,0.737,24.802,47.102,17.364,9.356,0.515,0.043,0.06,4,27,81.818,0,0,1
0,0,3,3,2,|,11,0,0,0,0,0,0,0,81.818,18.182,0,0,0,0,0,0,|,0,6.425,0,0,0,0,0,54.8,36.641,2.134,0,0,0,0,0,2,9,81.818,0,0,1
1,2,3,4,12,|,11,0,0,0,0,81.818,18.182,0,0,0,0,0,0,0,0,0,|,0,0,1.895,27.033,61.26,7.922,1.804,0,0,0,0,0,0,0,0.086,12,9,81.818,0,0,1
2,1,3,3,11,|,11,0,0,18.182,81.818,0,0,0,0,0,0,0,0,0,0,0,|,0,0,18.689,41.754,24.271,2.247,0.105,0,0,0,0,0,0.088,0.124,12.721,11,9,81.818,0.003,0,1
0,0,0,5,6,|,147,0,0,0,1.361,1.361,0,1.361,0,0,0,6.122,80.952,6.803,0.68,1.361,|,0,0,0,0.112,0.165,0,0.247,0,0,0,4.112,90.329,4.425,0.417,0.193,6,119,80.952,0,0,1
0,0,4,2,0,|,63,80.952,14.286,0,0,0,0,1.587,0,1.587,0,1.587,0,0,0,0,|,74.524,17.556,0.039,0,0,0,0.147,3.25,0.59,0.752,1.71,1.064,0.151,0.122,0.096,0,51,80.952,0,0,1
2,1,0,4,5,|,26,0,0,0,0,0,0,0,0,0,7.692,80.769,11.538,0,0,0,|,0,0,0,0.288,0.175,0,0.107,0,0.528,13.984,58.069,24.061,1.959,0.737,0.091,5,21,80.769,0,0.008,1
0,0,3,4,1,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,35.437,33.125,0,0,0,0,0,14.982,0,0,6.795,9.661,0,0,0,0,0,0,1,1,0
0,0,3,4,2,|,7,0,28.571,0,0,0,0,0,71.429,0,0,0,0,0,0,0,|,0.407,17.195,0,0,0,0,0,50.725,15.724,3.736,7.062,5.151,0,0,0,2,5,71.429,0.063,0,1
2,0,0,5,11,|,36,0,0,16.667,80.556,2.778,0,0,0,0,0,0,0,0,0,0,|,0,0,23.145,68.209,3.405,0,0,0,0,0,0,0,0,1.183,4.058,11,29,80.556,0,0,1
0,0,2,3,14,|,81,0,0,0,1.235,8.642,9.877,80.247,0,0,0,0,0,0,0,0,|,0,0,0,0.139,2.519,4.682,92.607,0,0,0,0,0,0,0,0.053,14,65,80.247,0,0,1
0,0,0,5,0,|,25,80,0,0,0,0,0,0,0,0,0,0,12,4,4,0,|,75.477,0,0,0,0,0,0,0,0,1.448,1.429,15.665,2.948,1.487,1.546,0,20,80,0,0,1
2,0,0,5,5,|,20,0,0,0,0,0,0,0,0,0,10,80,10,0,0,0,|,0,0,0,2.918,0,0,0,0,0,2.983,57.807,24.869,3.855,0,7.568,5,16,80,0,0.098,1
1,1,4,2,2,|,15,0,0,0,0,0,0,0,80,6.667,0,0,13.333,0,0,0,|,0.014,14.388,0.018,0.019,0.005,0.018,0.144,63.297,14.023,1.944,3.316,2.616,0.131,0.035,0.031,2,12,80,0,0,1
0,0,5,4,14,|,10,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,|,0,0,0,0,0.324,12.769,83.081,0,0,0,0,3.249,0,0.577,0,14,8,80,0,0,1
1,1,5,4,14,|,10,0,0,0,0,0,10,80,0,0,0,0,10,0,0,0,|,0,0,0,0,0.554,19.592,74.907,0,0,0,0,4.071,0,0.875,0,14,8,80,0,0,1
1,2,0,4,10,|,10,0,0,80,0,0,0,0,0,0,0,0,0,0,10,10,|,0,0,60.972,12.561,1.223,0.507,0.283,0,0,0,0,0,0,1.162,23.292,10,8,80,0,0,1
1,2,3,2,13,|,10,0,0,0,0,10,80,10,0,0,0,0,0,0,0,0,|,0,0,0.012,0.158,17.565,62.567,19.684,0,0,0,0.002,0.006,0.005,0,0,13,8,80,0,0,1
1,2,3,4,13,|,10,0,0,0,0,10,80,10,0,0,0,0,0,0,0,0,|,0,0,0,1.462,35.755,52.399,10.384,0,0,0,0,0,0,0,0,13,8,80,0,0,1
1,1,1,5,6,|,5,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,|,0,0,0,0.121,0.129,0,0.076,0,0,0,3.479,90.586,4.88,0.495,0.234,6,4,80,0,0.689,1
0,1,3,4,14,|,49,0,0,0,0,0,18.367,79.592,0,0,0,0,2.041,0,0,0,|,0,0,0,0,0.219,10.579,88.995,0,0,0,0,0.143,0,0.064,0,14,39,79.592,0,0,1
0,0,3,5,8,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0,0.087,0,0,0,0,0,0,1.646,1.187,20.576,74.901,1.602,8,0,0,1,1,1
0,0,3,5,10,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,68.792,3.233,0,0,0,0,0,0,0,0,7.677,5.376,14.921,10,0,0,1,1,1
0,0,3,6,2,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,0,0,0,0,0,23.212,0,0,12.047,0,31.39,23.098,10.254,7,0,0,1,1,0
0,0,3,6,3,|,3,0,0,0,0,0,0,0,0,0,0,33.333,33.333,33.333,0,0,|,0,0,1.208,0.953,0.859,0,0.882,0,14.028,14.042,6.235,37.908,21.018,1.167,1.7,6,1,33.333,0.916,1,0
0,0,3,6,4,|,2,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,|,0,0,1.764,0,0.298,0.323,0.558,2.034,0,12.247,15.485,48.092,15.377,2.56,1.262,6,1,50,0.998,1,0
0,0,3,6,5,|,4,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0.945,0,0.345,0.753,0.726,0,4.779,0,28.934,36.374,14.412,8.833,3.899,6,4,100,0.88,1,0
0,0,5,4,8,|,58,0,0,0,0,0,0,0,0,0,0,0,0,79.31,20.69,0,|,0,0,0.198,0.015,0.003,0,0,0,0,0,0.159,4.4,46.115,44.542,4.568,7,46,79.31,0,0,0
0,0,3,6,7,|,3,0,0,0,0,0,0,0,0,0,0,0,33.333,33.333,33.333,0,|,0,2.14,1.958,0,0,0.753,0.698,0,3.853,0,15.178,25.067,23.248,17.756,9.349,6,1,33.333,0.982,1,0
0,0,3,6,8,|,4,0,0,25,0,0,0,0,0,0,0,0,25,50,0,0,|,0,0,2.407,0,0,0,1.918,0,0,0,4.651,23.094,25.865,30.566,11.499,8,0,0,0.92,1,1
0,0,3,6,9,|,5,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,|,0,0,2.96,0,0,0,1.559,0,4.762,0,4.43,52.688,24.947,1.847,6.806,6,4,80,0.255,0.998,0
0,0,3,6,11,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,2.526,8.171,14.402,0,5.976,0,0,0,0,48.008,20.918,0,0,6,1,100,1,1,0
0,0,3,6,12,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,2.307,13.316,12.482,3.789,0,0,0,0,20.957,30.495,16.654,0,7,0,0,1,1,0
